Date,Temperature (°C),Humidity (%),Nutrients (g/L),pH,Recommendations,Model Predictions
2024-02-20,29.39169255529117,74.49595315799922,3.297264474661064,6.01254503432035,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est dans la plage optimale.",Ajuster la température
2024-02-21,25.50265646722229,34.37371344001835,4.158428421718289,7.4259593647532895,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.",Ajouter des nutriments
2024-02-22,28.789978831283783,28.693692325473386,8.585798379410141,6.6347745264757805,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Arroser
2024-02-23,27.89654700855297,49.36716561665378,3.510759048984638,4.651737708325719,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage optimale. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est dangereux. Des mesures immédiates sont requises.,Ajuster la température
2024-02-24,21.957999576221702,79.13902724663603,2.110181093517878,4.282274989601719,Temperature (°C) est dans la plage optimale. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dans la plage optimale. pH est dangereux. Des mesures immédiates sont requises.,Ajuster la température
2024-02-25,28.43748470046233,34.523316290690026,5.789611993354327,6.569677112825263,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Arroser
2024-02-26,11.76985004103839,60.32813284435272,9.39347035452742,4.106045242166488,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Ajuster la température
2024-02-27,13.919657248382904,65.69717691972306,7.112283068412244,6.343102325093853,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage optimale.,Ajuster la température
2024-02-28,10.90454577821076,34.25825263954398,5.915581115848967,7.76092096569983,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-02-29,16.506606615265287,63.692980916711576,1.4231766908223011,6.301896711503516,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est dans la plage optimale.",Ajuster la température
2024-03-01,17.77354579378964,42.06698796315519,6.342568653642113,5.552679704826088,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage optimale. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Aucune recommandation
2024-03-02,15.426980635477918,57.938349835614765,9.9055115759905,6.573152873769413,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Arroser
2024-03-03,26.57475018303859,58.01178264565368,1.8307981447469783,5.8330115619660665,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dans la plage optimale. pH est dans la plage bonne, mais pourrait être amélioré.",Ajouter des nutriments
2024-03-04,17.135066533871786,52.14648104448551,5.424131697455499,6.18246715726374,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage optimale.",Ajouter des nutriments
2024-03-05,15.618690193747614,25.4173862032645,8.835044183315576,7.765859235106101,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Aucune recommandation
2024-03-06,20.853921663164968,70.11814973535428,7.537301868664942,5.544410551203097,"Temperature (°C) est dans la plage optimale. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Arroser
2024-03-07,12.818484499495252,39.24680389830415,7.121649539455046,7.844762255295657,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Arroser
2024-03-08,26.043939615080795,31.191110623991253,7.173598797877538,7.621402567824255,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-03-09,11.491012873595416,22.446508493285837,3.915165936587674,4.783164539157186,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est dangereux. Des mesures immédiates sont requises.,Ajuster la température
2024-03-10,29.737738732010342,55.45357659129451,3.289122520512687,4.277445203500662,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-03-11,25.444895385933147,60.653861710536944,8.18893097704588,4.403112005509707,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Arroser
2024-03-12,13.974313630683447,20.995269735671368,8.196077249452216,4.072887302606199,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Aucune recommandation
2024-03-13,10.110442342472048,50.72558349795686,8.737187026510986,4.377771843023714,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-03-14,26.30922856909668,33.58974651187628,9.175785249286475,6.732027093665428,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Arroser
2024-03-15,24.137146876952343,58.71036742456699,5.357752789178909,4.284754593840916,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-03-16,24.580143360819747,30.46198574029949,5.264404799528396,5.275902521175045,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.",Ajuster la température
2024-03-17,25.425406933718914,61.45626428614796,8.083804200184364,7.379501243877819,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.,Ajouter des nutriments
2024-03-18,11.480893034681808,43.20412077803225,6.674657342388769,4.093087742943304,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage optimale. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Ajouter des nutriments
2024-03-19,17.169314570885454,76.20379932420407,7.168685333948182,7.257873930355743,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.",Arroser
2024-03-20,12.317381190502594,28.251256648759597,8.06003035964296,5.1274190990936,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.,Arroser
2024-03-21,27.26206851751187,40.46398106301551,8.95505074726688,4.472659310486625,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage optimale. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Arroser
2024-03-22,22.46596253655116,26.808411274435343,3.7109539900895903,6.786948661456602,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est dans la plage bonne, mais pourrait être amélioré.",Ajouter des nutriments
2024-03-23,16.617960497052984,75.48161709671376,4.068038050079468,6.515771387119536,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Ajuster la température
2024-03-24,11.271167005720471,72.64036120285886,1.3928284284882555,7.509888054108211,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est dangereux. Des mesures immédiates sont requises.",Aucune recommandation
2024-03-25,16.219646434313244,35.47649766290934,5.993661339463653,6.940284175215544,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dans la plage bonne, mais pourrait être amélioré.",Aucune recommandation
2024-03-26,16.503666440534943,59.59904276205074,0.8414516010690498,7.213923721539395,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est critique. Des ajustements sont nécessaires.",Arroser
2024-03-27,24.59212356676128,69.03333201207295,4.923181172258372,5.128138290285226,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.",Arroser
2024-03-28,22.751149427104263,53.31204869596774,5.655124029721978,4.709758175118891,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.",Ajouter des nutriments
2024-03-29,27.74425485152653,51.77903470136039,3.222141895218702,7.002459006563433,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est critique. Des ajustements sont nécessaires.",Aucune recommandation
2024-03-30,19.444298503238983,34.5111374540271,6.112915975405603,7.227338957069056,"Temperature (°C) est dans la plage optimale. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.",Arroser
2024-03-31,12.391884918766037,25.586166068353958,0.7897523744209696,7.962020568002693,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est dangereux. Des mesures immédiates sont requises.,Ajuster la température
2024-04-01,24.2648957444599,73.83294547719962,0.854807793117537,5.650470707645706,"Temperature (°C) est dans la plage bonne, mais pourrait être amélioré. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est dans la plage bonne, mais pourrait être amélioré.",Ajuster la température
2024-04-02,25.21570097233795,74.02508342979982,8.314705326266754,5.488072343171133,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.,Arroser
2024-04-03,21.225543951389923,57.98608743639608,3.9218110934069976,7.105651842967987,"Temperature (°C) est dans la plage optimale. Humidity (%) est dans la plage bonne, mais pourrait être amélioré. Nutrients (g/L) est critique. Des ajustements sont nécessaires. pH est critique. Des ajustements sont nécessaires.",Arroser
2024-04-04,25.41934359909122,40.34178746292204,1.7070748701929055,5.363214161012071,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dans la plage optimale. Nutrients (g/L) est dans la plage optimale. pH est critique. Des ajustements sont nécessaires.,Aucune recommandation
2024-04-05,19.875911927287817,40.95257447675965,5.461310970520642,7.723029302414259,Temperature (°C) est dans la plage optimale. Humidity (%) est dans la plage optimale. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est dangereux. Des mesures immédiates sont requises.,Aucune recommandation
2024-04-06,20.45465658763988,63.55734073221437,7.814938754436802,7.433651007372047,Temperature (°C) est dans la plage optimale. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.,Ajouter des nutriments
2024-04-07,18.550820367170992,73.82661559715463,2.55029976122001,5.715976109500073,"Temperature (°C) est dans la plage optimale. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est dans la plage bonne, mais pourrait être amélioré.",Aucune recommandation
2024-04-08,10.508382534881903,73.22518545590704,6.417459520280502,7.0034842711659895,Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est dangereux. Des mesures immédiates sont requises. Nutrients (g/L) est dangereux. Des mesures immédiates sont requises. pH est critique. Des ajustements sont nécessaires.,Ajuster la température
2024-04-09,12.157828539866088,66.79253275145743,1.310800917440796,7.018171496338729,"Temperature (°C) est critique. Des ajustements sont nécessaires. Humidity (%) est critique. Des ajustements sont nécessaires. Nutrients (g/L) est dans la plage bonne, mais pourrait être amélioré. pH est critique. Des ajustements sont nécessaires.",Ajuster la température
